carat,cut,color,clarity,depth,table,x,y,z,price,depth_categories
0.68,1,3,3.6,61.6,59.0,5.65,5.64,3.48,2081,0.0
0.3,2,6,3.1,63.5,58.0,4.27,4.24,2.7,506,0.2
0.27,3,1,2.0,63.9,57.0,4.1,4.07,2.61,752,0.2
0.54,3,1,6.0,57.2,59.0,5.37,5.32,3.06,1323,0.2
2.13,2,3,6.5,61.5,57.0,8.27,8.34,5.11,15454,0.0
0.32,1,3,3.1,59.2,59.0,4.47,4.45,2.64,828,0.0
0.56,0,2,2.5,61.3,57.0,5.31,5.35,3.26,2554,0.0
0.25,2,4,2.5,63.3,54.0,3.98,4.02,2.52,467,0.2
0.7,0,5,6.0,60.8,59.0,5.74,5.78,3.5,2083,0.0
0.33,2,1,3.6,62.8,56.0,4.4,4.42,2.77,627,0.2
2.45,2,6,6.5,60.6,63.0,8.71,8.66,5.26,11843,0.0
0.6,1,1,6.0,61.9,58.0,5.39,5.43,3.35,1738,0.0
1.2,1,1,6.5,60.4,58.0,6.95,6.89,4.18,5779,0.0
1.71,0,5,6.5,62.1,58.0,7.64,7.56,4.72,10096,0.2
0.58,0,0,3.1,61.8,56.0,5.34,5.37,3.31,2211,0.0
0.71,2,2,6.0,59.0,61.0,5.84,5.88,3.46,2505,0.0
0.56,0,3,6.0,62.1,55.0,5.29,5.33,3.3,1417,0.2
0.5,3,3,3.1,57.5,56.0,5.3,5.24,3.03,1429,0.2
0.58,0,5,2.0,63.0,57.0,5.34,5.29,3.35,1758,0.2
0.57,0,0,3.6,62.1,56.0,5.34,5.29,3.3,1963,0.2
0.71,2,3,3.6,62.1,58.0,5.65,5.71,3.53,2905,0.2
1.19,2,5,3.1,59.9,61.0,6.85,6.91,4.12,5644,0.0
0.31,0,0,3.1,62.0,54.0,4.35,4.36,2.7,683,0.0
0.9,4,2,3.6,58.9,67.0,6.18,6.17,3.64,3992,0.2
0.56,0,3,6.0,61.2,54.0,5.36,5.32,3.27,1633,0.0
0.28,3,2,2.5,64.9,57.0,4.13,4.16,2.69,492,0.2
1.14,0,5,6.5,62.1,55.0,6.71,6.72,4.17,4276,0.2
0.63,0,2,6.0,62.6,56.0,5.53,5.49,3.45,1698,0.2
1.2,1,3,6.0,62.5,60.0,6.74,6.68,4.21,5868,0.2
0.48,3,0,3.1,59.3,58.0,5.09,5.13,3.03,1743,0.0
0.24,0,0,2.5,61.0,57.0,4.03,4.07,2.47,526,0.0
0.45,0,3,0.0,61.4,56.0,4.96,4.97,3.05,1377,0.0
1.22,0,2,3.6,61.3,56.0,6.87,6.92,4.23,9203,0.0
0.35,0,3,3.6,61.3,56.0,4.54,4.58,2.8,646,0.0
0.76,0,1,6.0,62.7,54.0,5.88,5.83,3.67,2858,0.2
1.06,2,3,6.5,63.4,61.0,6.46,6.37,4.07,4057,0.2
1.6,1,4,6.5,62.4,60.0,7.48,7.43,4.65,9229,0.2
0.31,0,1,3.6,62.4,54.0,4.31,4.35,2.7,680,0.2
0.32,0,3,2.0,61.1,57.0,4.41,4.43,2.7,842,0.0
0.5,0,0,3.6,61.9,55.0,5.09,5.12,3.16,1690,0.0
1.03,1,1,3.1,61.5,58.0,6.55,6.43,3.99,7614,0.0
0.26,2,3,3.6,62.4,57.0,4.09,4.12,2.56,397,0.2
0.3,0,5,2.0,62.1,56.0,4.33,4.3,2.68,709,0.2
0.59,0,3,3.6,62.0,57.0,5.31,5.4,3.32,1705,0.0
0.32,0,3,3.6,61.8,57.0,4.37,4.4,2.71,561,0.0
1.09,0,0,6.0,61.3,55.9,6.61,6.65,4.06,6532,0.0
1.26,1,2,3.1,62.7,58.0,6.93,6.86,4.32,10076,0.2
0.31,0,3,2.0,62.2,55.0,4.33,4.38,2.71,789,0.2
1.22,1,2,2.0,61.9,58.0,6.85,6.81,4.23,11830,0.0
1.04,1,2,6.0,61.5,59.0,6.54,6.46,4.0,5504,0.0
0.41,2,3,2.5,62.9,56.0,4.7,4.74,2.97,1007,0.2
0.35,0,4,0.0,61.7,56.0,4.53,4.55,2.8,921,0.0
2.02,2,6,3.6,59.3,60.0,8.28,8.34,4.93,13693,0.0
1.74,1,5,6.5,62.2,58.0,7.65,7.61,4.75,7858,0.2
1.51,1,4,6.5,60.2,62.0,7.43,7.38,4.46,7340,0.0
0.32,1,5,0.0,60.3,58.0,4.45,4.41,2.67,864,0.0
0.93,2,3,6.0,61.7,56.0,6.22,6.26,3.85,4513,0.0
0.24,0,0,3.1,62.6,57.0,3.92,4.0,2.48,687,0.2
1.21,2,2,2.5,61.0,58.0,6.89,6.92,4.21,11455,0.0
0.58,3,1,2.0,61.9,63.0,5.27,5.33,3.28,2243,0.0
1.2,0,3,2.5,61.1,56.0,6.88,6.91,4.21,10454,0.0
0.51,0,4,3.6,61.6,55.0,5.13,5.16,3.17,1163,0.0
1.01,2,5,6.0,60.3,57.0,6.51,6.53,3.93,3888,0.0
1.26,0,5,3.6,62.6,55.0,6.96,6.91,4.34,6350,0.2
0.75,2,3,6.0,62.3,55.0,5.81,5.85,3.63,2617,0.2
0.35,2,4,6.0,61.3,55.0,4.55,4.58,2.8,504,0.0
0.59,3,3,3.1,60.4,61.2,5.38,5.43,3.26,1910,0.0
0.91,2,0,6.0,62.0,59.0,6.19,6.16,3.83,5342,0.0
0.55,1,0,6.0,60.5,60.0,5.3,5.27,3.2,1698,0.0
0.54,0,0,3.6,61.2,56.0,5.24,5.28,3.22,1725,0.0
1.01,1,4,6.5,60.7,58.0,6.52,6.49,3.95,3790,0.0
0.9,2,1,6.0,62.9,56.0,6.09,6.12,3.84,4286,0.2
1.18,1,4,6.5,58.7,60.0,7.01,6.93,4.09,4956,0.2
1.06,2,3,3.6,59.8,58.0,6.64,6.7,3.99,6818,0.0
1.51,2,1,6.0,62.8,59.0,7.26,7.3,4.57,11460,0.2
0.79,0,1,3.6,59.3,57.0,6.02,6.06,3.58,3377,0.0
0.31,1,2,3.6,62.0,58.0,4.37,4.31,2.69,802,0.0
0.4,0,1,6.5,61.0,58.0,4.76,4.78,2.91,629,0.0
0.3,0,2,6.0,61.4,55.0,4.31,4.34,2.65,550,0.0
0.9,3,2,6.5,64.2,62.0,6.0,6.08,3.88,3016,0.2
1.2,1,2,6.0,62.9,58.0,6.76,6.69,4.23,6435,0.2
1.5,2,3,6.5,58.5,62.0,7.4,7.44,4.34,8580,0.2
0.4,0,3,0.0,61.7,57.0,4.7,4.73,2.91,1229,0.0
1.0,1,2,6.0,60.3,61.0,6.43,6.38,3.86,4704,0.0
0.6,2,2,2.0,61.2,58.0,5.42,5.46,3.33,3333,0.0
1.2,0,2,3.1,60.7,57.0,6.89,6.85,4.17,9596,0.0
0.83,0,4,6.0,62.4,57.0,6.03,5.98,3.75,2720,0.2
0.3,0,1,2.5,61.8,56.0,4.31,4.33,2.67,789,0.0
1.01,3,3,6.5,63.7,56.0,6.26,6.34,4.01,4211,0.2
0.9,0,2,6.0,62.3,56.0,6.17,6.13,3.83,4103,0.2
1.19,1,4,3.1,62.4,59.0,6.79,6.73,4.22,7277,0.2
1.0,1,4,3.6,60.2,62.0,6.46,6.43,3.88,4514,0.0
0.91,3,5,6.0,64.2,59.0,6.05,5.98,3.86,2700,0.2
0.27,0,2,2.5,62.0,55.0,4.14,4.16,2.57,760,0.0
0.34,0,0,2.0,61.7,56.0,4.46,4.48,2.76,1133,0.0
0.71,2,1,6.5,58.4,63.0,5.85,5.8,3.4,2343,0.2
1.2,0,5,2.5,61.5,56.0,6.79,6.84,4.19,7877,0.0
2.03,4,2,6.0,65.4,58.0,7.9,7.84,5.15,16280,0.2
0.31,0,0,2.5,61.8,54.0,4.36,4.38,2.7,828,0.0
0.72,1,1,6.0,61.3,58.0,5.81,5.78,3.55,2666,0.0
2.01,2,5,6.0,61.8,62.0,7.98,8.07,4.96,13691,0.0
1.07,0,5,3.1,62.0,53.0,6.61,6.62,4.1,5373,0.0
1.73,1,3,3.6,62.9,58.0,7.65,7.58,4.79,16960,0.2
0.54,2,1,6.5,60.7,56.5,5.24,5.28,3.19,1415,0.0
0.3,1,4,3.6,60.9,61.0,4.35,4.32,2.64,608,0.0
0.48,0,4,6.0,61.2,56.0,5.06,5.1,3.11,927,0.0
1.55,0,6,3.1,60.4,57.0,7.52,7.54,4.55,8548,0.0
0.3,0,1,3.6,61.4,59.0,4.3,4.27,2.63,911,0.0
0.93,0,1,3.6,62.4,56.0,6.26,6.3,3.92,5411,0.2
2.22,1,6,6.5,61.8,58.0,8.42,8.31,5.17,13703,0.0
1.25,2,6,6.0,62.5,57.0,6.83,6.86,4.28,4702,0.2
0.51,2,1,6.5,59.3,63.0,5.18,5.25,3.09,1427,0.0
0.7,2,0,3.1,62.7,58.0,5.66,5.73,3.57,2777,0.2
1.0,0,5,6.0,59.8,57.0,6.5,6.44,3.87,4200,0.0
0.58,1,2,3.6,62.4,55.0,5.38,5.36,3.35,1869,0.2
0.39,0,1,6.0,60.6,57.0,4.75,4.79,2.89,677,0.0
1.01,1,3,6.0,61.2,61.0,6.47,6.41,3.94,4672,0.0
0.36,0,0,6.0,59.5,56.0,4.63,4.68,2.77,663,0.0
0.7,2,6,6.5,63.6,56.0,5.57,5.63,3.56,1609,0.2
0.34,2,0,6.0,62.0,56.0,4.43,4.47,2.76,626,0.0
1.01,0,4,6.0,62.1,59.0,6.38,6.43,3.98,5189,0.2
1.51,1,1,3.6,62.2,59.0,7.4,7.36,4.59,14844,0.2
1.02,1,0,0.0,61.5,60.0,6.52,6.45,3.99,15370,0.0
0.3,0,2,3.6,61.3,55.0,4.3,4.32,2.64,605,0.0
0.53,2,0,6.0,60.0,59.8,5.25,5.26,3.15,1724,0.0
1.59,0,5,3.1,61.2,58.0,7.52,7.5,4.6,11119,0.0
0.57,3,1,2.0,59.1,65.0,5.34,5.43,3.18,2990,0.0
0.3,0,3,0.0,61.6,53.0,4.32,4.35,2.67,863,0.0
1.12,1,4,6.0,62.2,60.0,6.59,6.65,4.12,5266,0.2
1.25,1,3,3.1,61.8,58.0,6.91,6.94,4.28,9009,0.0
0.55,0,1,6.0,61.4,55.0,5.26,5.29,3.24,1551,0.0
0.57,0,3,2.5,61.9,56.0,5.29,5.3,3.28,2039,0.0
0.5,0,1,2.5,61.8,53.6,5.1,5.13,3.16,2297,0.0
1.0,4,5,6.0,64.8,59.0,6.23,6.14,4.01,3584,0.2
0.91,2,2,6.0,63.5,58.0,6.15,6.1,3.89,3195,0.2
1.12,0,4,6.0,60.9,57.0,6.7,6.73,4.09,5818,0.0
0.88,4,2,6.0,56.6,65.0,6.39,6.32,3.6,2882,0.2
1.0,2,5,6.0,63.3,54.0,6.39,6.34,4.03,3640,0.2
0.43,0,4,6.0,62.4,56.0,4.83,4.81,3.01,919,0.2
0.39,0,1,3.1,62.3,54.4,4.66,4.69,2.91,1004,0.2
0.51,2,1,3.6,60.5,56.0,5.18,5.24,3.15,1656,0.0
0.7,0,3,6.5,62.6,56.0,5.69,5.66,3.55,2268,0.2
0.72,4,5,2.5,65.7,57.0,5.56,5.64,3.68,2131,0.2
1.53,1,3,6.5,58.7,59.0,7.51,7.45,4.39,8688,0.2
1.31,1,6,6.0,59.6,59.0,7.16,7.13,4.26,5876,0.0
0.3,1,3,2.0,60.7,58.0,4.36,4.34,2.64,1013,0.0
0.3,0,0,6.0,61.9,54.0,4.32,4.34,2.68,552,0.0
0.33,2,3,6.0,59.8,58.0,4.52,4.54,2.71,492,0.0
1.51,1,4,3.1,61.0,60.0,7.29,7.34,4.46,11161,0.0
1.01,0,0,6.5,62.6,56.0,6.4,6.34,3.99,4872,0.2
0.34,0,3,2.0,62.1,57.0,4.47,4.45,2.77,956,0.2
0.39,2,2,3.1,57.1,61.0,4.86,4.91,2.79,1000,0.2
0.31,0,3,3.1,61.0,56.0,4.35,4.4,2.67,642,0.0
1.51,4,4,3.6,65.6,56.0,7.08,4.7,4.0,7188,0.2
1.05,4,4,6.5,64.8,55.0,6.39,6.32,4.12,2717,0.2
0.41,3,4,3.6,64.1,57.0,4.72,4.64,3.0,729,0.2
0.72,1,0,6.0,60.5,57.0,5.89,5.85,3.55,3048,0.0
0.53,1,3,3.1,60.1,58.0,5.32,5.27,3.18,1813,0.0
1.3,0,3,0.0,61.3,56.0,7.03,7.06,4.32,12932,0.0
1.5,3,4,6.5,59.8,61.0,7.39,7.49,4.45,6798,0.0
0.99,0,4,6.0,61.1,56.0,6.44,6.47,3.94,5287,0.0
0.5,0,4,6.0,61.3,54.0,5.12,5.16,3.15,1666,0.0
0.33,0,0,6.5,61.1,57.0,4.47,4.5,2.74,492,0.0
1.55,0,6,3.6,61.7,55.0,7.38,7.43,4.58,8088,0.0
0.71,1,5,6.0,60.2,58.0,5.83,5.76,3.49,2173,0.0
0.94,1,1,6.0,62.4,56.0,6.27,6.24,3.9,4580,0.2
1.07,0,1,2.5,61.3,56.0,6.53,6.6,4.02,10222,0.0
1.2,1,3,3.1,62.4,58.0,6.82,6.8,4.25,8602,0.2
0.3,0,1,3.1,61.6,57.0,4.33,4.3,2.66,936,0.0
0.43,0,6,2.5,61.8,55.0,4.89,4.91,3.03,710,0.0
0.35,0,0,3.6,61.6,56.0,4.53,4.56,2.8,829,0.0
0.93,4,0,3.6,56.3,67.0,6.52,6.45,3.65,5078,0.2
1.25,1,3,3.6,61.2,57.0,6.95,6.91,4.24,7948,0.0
2.0,3,2,6.0,63.0,61.0,7.85,7.99,4.99,18376,0.2
0.74,0,3,2.0,62.1,56.0,5.78,5.82,3.6,3388,0.2
0.41,0,3,3.1,61.4,55.0,4.78,4.8,2.94,899,0.0
1.61,1,4,6.5,60.3,60.0,7.66,7.57,4.59,9167,0.0
1.03,4,3,6.5,65.7,59.0,6.3,6.24,4.12,2942,0.2
0.72,1,2,3.6,62.1,57.0,5.73,5.71,3.55,2724,0.2
0.31,0,4,2.5,61.5,56.0,4.37,4.35,2.68,802,0.0
1.01,2,5,3.1,62.2,60.0,6.39,6.35,3.96,4756,0.2
0.58,0,0,6.5,62.7,56.0,5.3,5.32,3.33,1342,0.2
0.73,3,6,3.6,60.8,63.0,5.67,5.78,3.48,2098,0.0
0.43,2,2,2.0,61.5,56.0,4.86,4.9,3.0,1358,0.0
0.74,2,4,3.6,59.9,57.0,5.87,5.91,3.53,2463,0.0
0.31,0,0,6.5,62.3,56.0,4.38,4.35,2.72,593,0.2
0.3,0,2,3.1,62.5,57.0,4.26,4.28,2.67,621,0.2
0.73,0,0,3.6,62.1,56.0,5.77,5.8,3.59,3182,0.2
1.0,3,1,6.0,58.2,61.0,6.53,6.57,3.81,5330,0.2
0.91,3,0,6.5,63.3,62.0,6.01,6.09,3.83,3660,0.2
1.7,1,5,3.6,62.7,58.0,7.57,7.52,4.73,10662,0.2
0.32,0,1,3.6,62.0,57.0,4.39,4.41,2.73,702,0.0
0.75,2,4,3.1,59.3,59.0,5.87,6.0,3.52,2513,0.0
0.53,0,3,2.0,61.8,56.0,5.19,5.24,3.22,1956,0.0
0.8,2,4,3.6,63.4,60.0,5.92,5.82,3.72,2797,0.2
0.9,2,5,3.6,63.2,56.0,6.15,6.09,3.87,3570,0.2
1.17,2,3,6.0,63.3,61.0,6.65,6.59,4.19,5025,0.2
1.52,4,4,10.0,64.9,58.0,7.18,7.13,4.65,3504,0.2
0.42,0,2,2.5,61.3,57.0,4.82,4.8,2.95,1221,0.0
0.8,1,1,3.1,61.7,58.0,5.98,5.95,3.68,3967,0.0
1.51,2,6,6.5,62.8,59.0,7.23,7.26,4.55,6773,0.2
0.55,3,5,6.0,57.7,61.0,5.37,5.34,3.09,1089,0.2
1.09,0,4,6.0,62.4,55.0,6.68,6.59,4.14,4871,0.2
0.71,2,3,6.5,63.2,59.0,5.6,5.64,3.55,2107,0.2
1.02,1,5,6.5,61.2,59.0,6.51,6.46,3.97,3856,0.0
1.1,1,2,6.0,59.5,59.0,6.7,6.77,4.01,5717,0.0
0.4,0,5,6.5,61.0,58.0,4.74,4.77,2.9,484,0.0
0.7,2,5,3.1,61.4,57.0,5.71,5.74,3.52,2405,0.0
0.3,2,1,6.0,62.4,58.0,4.24,4.28,2.66,526,0.2
0.38,0,2,3.6,62.0,54.0,4.64,4.69,2.89,796,0.0
1.29,1,5,3.1,63.0,57.0,6.99,6.89,4.37,6877,0.2
0.83,1,0,6.0,61.3,58.0,6.03,6.0,3.69,2990,0.0
0.9,0,3,3.1,61.8,56.0,6.19,6.24,3.84,4931,0.0
0.71,2,3,3.6,61.5,57.0,5.69,5.73,3.51,2543,0.0
0.31,0,1,0.0,61.9,56.0,4.37,4.35,2.7,1133,0.0
0.83,0,4,6.0,62.5,55.0,6.04,6.0,3.76,2816,0.2
0.29,0,3,3.1,62.2,54.0,4.23,4.26,2.64,507,0.2
1.01,1,4,6.0,62.5,59.0,6.44,6.33,3.99,4642,0.2
0.34,0,2,2.5,61.8,56.0,4.49,4.47,2.77,914,0.0
1.17,0,3,3.6,61.5,57.0,6.86,6.8,4.2,6139,0.0
0.33,0,3,3.6,61.2,55.0,4.52,4.46,2.75,743,0.0
0.74,4,1,10.0,58.2,65.0,6.03,5.89,3.47,1865,0.2
1.01,2,3,2.5,63.0,59.0,6.34,6.41,4.01,6843,0.2
1.03,0,0,6.0,59.9,57.0,6.61,6.68,3.98,6460,0.0
0.51,1,2,6.0,61.3,57.0,5.19,5.08,3.15,1274,0.0
0.4,0,2,6.5,61.8,53.0,4.77,4.74,2.94,688,0.0
1.5,4,2,2.5,64.7,53.0,7.22,7.15,4.65,16364,0.2
0.31,0,2,0.0,61.1,57.0,4.37,4.4,2.68,914,0.0
0.3,1,5,3.1,59.8,60.0,4.34,4.36,2.6,473,0.0
0.97,1,2,6.5,61.9,58.0,6.35,6.31,3.92,3993,0.0
0.9,2,0,6.5,63.2,57.0,6.08,6.1,3.85,3818,0.2
0.96,4,2,6.5,65.2,58.0,6.14,6.12,3.99,3688,0.2
0.7,2,0,3.6,63.2,60.0,5.61,5.56,3.53,3033,0.2
0.52,0,1,3.6,61.3,55.0,5.18,5.2,3.18,1712,0.0
0.59,0,1,6.0,61.4,56.0,5.39,5.36,3.3,1789,0.0
0.51,0,3,2.5,62.2,53.4,5.11,5.15,3.19,1859,0.2
1.51,1,3,6.0,61.6,59.0,7.32,7.3,4.5,10739,0.0
0.7,0,5,3.1,63.0,54.0,5.63,5.7,3.57,2142,0.2
0.37,0,6,3.1,62.6,57.0,4.54,4.57,2.85,487,0.2
0.31,0,2,2.0,60.4,59.0,4.35,4.43,2.65,779,0.0
0.7,3,2,3.6,63.8,60.0,5.61,5.52,3.55,2290,0.2
1.0,3,3,2.0,63.8,60.0,6.31,6.35,4.04,7007,0.2
2.01,4,0,6.5,66.9,57.0,7.87,7.76,5.23,16086,0.2
0.9,2,0,6.0,62.4,63.0,6.13,6.04,3.8,3812,0.2
1.01,2,2,2.5,63.0,56.0,6.34,6.4,4.01,8265,0.2
0.52,2,3,3.1,61.2,57.0,5.17,5.23,3.18,1420,0.0
0.3,0,0,3.1,61.8,56.0,4.3,4.34,2.67,661,0.0
1.54,0,4,6.0,61.1,56.0,7.45,7.42,4.54,9562,0.0
0.91,0,4,6.0,62.4,57.0,6.18,6.23,3.87,3635,0.2
0.76,3,0,3.6,63.5,55.0,5.81,5.85,3.7,3443,0.2
0.41,0,0,3.1,61.0,57.0,4.82,4.78,2.93,1230,0.0
0.3,2,2,6.0,58.4,59.0,4.42,4.45,2.59,489,0.2
0.86,1,4,6.0,62.7,59.0,6.04,5.98,3.77,2851,0.2
0.31,0,3,2.0,60.5,57.0,4.39,4.43,2.67,798,0.0
1.01,2,2,3.6,61.5,57.0,6.4,6.48,3.96,6159,0.0
1.14,0,2,3.6,61.4,56.0,6.73,6.78,4.14,8017,0.0
0.44,1,3,6.0,61.9,58.0,4.87,4.83,3.0,990,0.0
1.01,1,3,6.0,61.5,59.0,6.43,6.48,3.97,4916,0.0
0.43,2,2,6.0,61.6,59.0,4.83,4.87,2.99,792,0.0
1.15,0,4,6.5,60.5,56.0,6.83,6.8,4.13,4315,0.0
1.11,1,3,6.0,61.5,58.0,6.73,6.63,4.1,4768,0.0
2.16,1,4,6.5,62.3,57.0,8.29,8.22,5.14,11473,0.2
1.02,0,1,6.0,62.6,57.0,6.41,6.44,4.02,6342,0.2
0.4,3,1,6.5,63.1,57.0,4.7,4.72,2.97,622,0.2
1.36,0,3,3.1,61.0,56.0,7.13,7.11,4.34,10455,0.0
1.2,1,2,3.6,62.8,59.0,6.78,6.69,4.23,8964,0.2
1.02,1,2,6.0,58.4,59.0,6.65,6.57,3.86,4855,0.2
0.7,2,0,6.0,63.4,58.0,5.63,5.66,3.58,2734,0.2
0.53,1,1,3.6,59.8,58.0,5.27,5.26,3.15,1813,0.0
0.51,0,0,6.5,62.5,55.0,5.12,5.15,3.21,1264,0.2
0.52,1,0,3.6,60.9,58.0,5.22,5.16,3.16,1619,0.0
1.21,3,1,10.0,64.0,57.0,6.73,6.67,4.29,4201,0.2
0.59,1,0,6.0,62.8,57.0,5.38,5.32,3.36,1835,0.2
1.0,1,6,6.5,62.3,58.0,6.45,6.34,3.98,2801,0.2
0.9,3,6,3.6,64.0,61.0,6.04,6.03,3.86,2822,0.2
0.95,1,3,6.5,59.5,56.0,6.41,6.36,3.8,3724,0.0
0.53,0,3,3.1,62.4,54.0,5.18,5.21,3.24,1659,0.2
0.73,4,2,10.0,66.9,54.0,5.62,5.54,3.74,1158,0.2
0.31,0,2,3.6,61.5,56.0,4.37,4.34,2.68,802,0.0
1.01,0,1,3.1,61.6,57.0,6.41,6.45,3.96,7430,0.0
1.06,1,6,6.5,61.3,60.0,6.59,6.52,4.02,3740,0.0
0.31,2,1,6.0,62.9,58.0,4.29,4.33,2.71,544,0.2
0.5,2,3,3.1,62.9,58.0,5.06,5.08,3.19,1569,0.2
0.3,2,3,3.1,61.2,59.0,4.28,4.32,2.63,605,0.0
0.9,2,2,3.1,62.4,59.0,6.1,6.15,3.82,4961,0.2
0.46,0,1,6.5,61.3,56.0,5.02,4.96,3.06,1116,0.0
0.83,0,3,3.1,62.1,57.0,5.99,6.03,3.73,4181,0.2
1.52,2,2,3.6,62.7,59.0,7.3,7.33,4.59,14066,0.2
0.4,3,0,3.1,64.0,55.0,4.67,4.7,3.0,742,0.2
0.3,0,3,3.6,61.8,56.0,4.29,4.32,2.66,507,0.0
0.77,0,6,6.0,61.6,55.0,5.87,5.93,3.63,2147,0.0
1.5,1,1,6.5,62.4,62.0,7.29,7.21,4.53,9072,0.2
0.35,1,3,0.0,60.6,60.0,4.57,4.54,2.76,1116,0.0
1.03,0,2,6.5,61.9,56.0,6.53,6.49,4.03,3749,0.0
1.2,1,4,3.6,62.8,59.0,6.75,6.7,4.22,6500,0.2
0.7,0,6,3.6,61.9,57.0,5.65,5.69,3.51,1974,0.0
2.05,2,4,6.0,62.5,57.0,8.09,8.07,5.05,17811,0.2
0.23,2,1,2.0,62.2,57.0,3.93,3.96,2.45,583,0.2
0.31,3,1,3.6,59.1,56.0,4.41,4.46,2.62,651,0.0
0.3,1,2,2.5,62.4,58.0,4.28,4.25,2.66,945,0.2
0.3,2,3,3.1,60.2,62.0,4.3,4.31,2.59,565,0.0
0.39,0,1,3.6,61.4,55.0,4.76,4.81,2.94,734,0.0
1.01,2,1,2.0,61.6,58.0,6.45,6.57,4.01,10693,0.0
0.41,2,0,6.0,63.4,55.0,4.72,4.68,2.98,947,0.2
0.23,3,2,2.5,61.2,62.0,3.95,3.99,2.43,462,0.0
1.7,3,4,3.6,63.3,57.0,7.54,7.59,4.79,12117,0.2
2.02,1,5,6.5,61.7,58.0,8.07,8.0,4.96,14350,0.0
1.13,0,5,6.0,61.9,57.0,6.68,6.66,4.13,5149,0.0
0.4,1,2,3.1,60.4,59.0,4.76,4.75,2.87,1050,0.0
0.72,0,1,6.0,62.0,57.0,5.72,5.66,3.53,2476,0.0
0.35,1,1,6.0,61.1,59.0,4.56,4.5,2.77,788,0.0
0.56,0,4,6.0,61.9,58.0,5.27,5.3,3.27,1343,0.0
0.38,1,3,0.0,62.5,60.0,4.64,4.61,2.89,1227,0.2
0.91,1,0,6.5,61.1,60.0,6.29,6.24,3.83,4051,0.0
0.5,1,2,6.5,61.4,61.0,5.14,5.09,3.14,1172,0.0
0.53,0,5,6.0,61.5,54.0,5.22,5.26,3.22,1038,0.0
0.7,0,2,6.0,61.8,55.0,5.75,5.71,3.54,2423,0.0
1.01,1,1,6.0,59.8,59.0,6.52,6.48,3.89,5543,0.0
0.5,3,3,2.5,64.1,56.0,5.02,5.06,3.23,1666,0.2
0.64,2,0,6.0,63.7,54.0,5.47,5.52,3.5,1910,0.2
1.07,0,3,3.1,61.8,57.0,6.52,6.58,4.05,6793,0.0
2.23,1,6,6.5,61.3,60.0,8.4,8.35,5.13,13931,0.0
1.51,3,0,10.0,57.0,64.0,7.53,7.48,4.28,6088,0.2
1.07,2,3,6.5,59.9,59.0,6.61,6.67,3.98,4201,0.0
0.36,0,5,3.6,61.8,55.0,4.6,4.63,2.85,523,0.0
1.02,2,1,6.5,63.1,59.0,6.33,6.39,4.01,4404,0.2
0.74,0,6,3.1,61.7,57.0,5.79,5.84,3.59,2468,0.0
0.43,1,2,2.0,60.3,58.0,4.88,4.91,2.95,1358,0.0
1.0,2,1,6.0,59.2,59.0,6.49,6.55,3.86,5718,0.0
0.41,0,1,3.6,62.3,54.0,4.74,4.8,2.97,875,0.2
1.01,2,3,6.5,62.1,61.0,6.27,6.38,3.93,3966,0.2
0.91,3,6,10.0,63.1,57.0,6.06,6.12,3.84,1945,0.2
0.32,3,2,2.0,63.8,54.0,4.38,4.31,2.77,977,0.2
0.82,0,5,3.1,62.3,57.0,5.98,6.02,3.74,2522,0.2
0.53,3,4,3.1,57.6,64.0,5.41,5.36,3.1,1282,0.2
0.92,1,2,6.0,58.5,57.0,6.39,6.37,3.73,3400,0.2
0.28,3,1,2.0,64.6,55.0,4.15,4.18,2.69,492,0.2
0.4,1,0,6.0,61.7,58.0,4.7,4.74,2.91,772,0.0
2.02,2,1,6.0,59.8,59.0,8.11,8.2,4.88,18731,0.0
0.7,0,3,6.5,62.4,56.0,5.65,5.67,3.53,2092,0.2
1.1,1,6,3.6,61.2,57.0,6.66,6.61,4.06,3696,0.0
0.34,2,4,3.6,62.4,60.0,4.41,4.44,2.76,537,0.2
0.31,0,4,3.6,62.6,57.0,4.31,4.35,2.71,489,0.2
0.4,4,3,6.0,59.9,67.0,4.81,4.77,2.87,960,0.0
0.51,0,1,2.5,62.8,56.0,5.13,5.15,3.23,2211,0.2
1.51,3,4,6.0,61.5,61.0,7.29,7.34,4.5,10277,0.0
0.3,2,1,0.0,61.8,54.0,4.34,4.37,2.69,957,0.0
0.71,3,2,6.0,63.7,58.0,5.65,5.62,3.59,2308,0.2
0.57,0,4,6.5,61.5,55.0,5.35,5.38,3.3,1151,0.0
0.23,2,1,3.1,60.7,59.0,3.97,4.01,2.42,402,0.0
1.09,2,5,6.5,62.5,57.0,6.56,6.58,4.11,4584,0.2
0.53,3,4,0.0,61.2,65.0,5.16,5.27,3.19,1440,0.0
0.78,0,2,3.6,60.4,58.0,6.0,5.95,3.61,3531,0.0
1.1,1,4,6.5,62.2,58.0,6.6,6.69,4.13,4537,0.2
1.2,0,0,3.1,61.0,59.0,6.79,6.85,4.16,11053,0.0
0.52,0,4,2.0,60.4,57.0,5.2,5.23,3.15,1778,0.0
0.72,2,2,3.1,62.8,58.0,5.7,5.73,3.59,3219,0.2
0.43,0,3,6.0,61.1,57.0,4.88,4.9,2.99,951,0.0
0.56,0,3,3.6,61.7,56.0,5.34,5.3,3.28,1698,0.0
1.05,0,6,6.5,61.6,57.0,6.55,6.51,4.02,3616,0.0
