carat,cut,color,clarity,depth,table,price,depth_categories
1.23,0,3,2.5,61.0,55.0,9698,0.0
0.32,1,3,6.0,61.6,58.0,477,0.0
0.72,3,3,3.6,63.1,57.0,2708,0.2
0.81,1,2,6.0,61.3,60.0,2926,0.0
0.3,0,0,6.0,62.1,54.0,709,0.2
0.72,1,4,6.0,62.7,59.0,2398,0.2
0.54,0,3,6.5,61.4,56.0,1192,0.0
1.77,0,0,6.5,61.8,57.0,13026,0.0
0.33,2,4,2.5,61.8,57.0,614,0.0
1.35,0,6,6.0,62.3,57.0,6396,0.2
0.7,3,1,6.5,63.5,56.0,2453,0.2
0.4,0,0,6.0,61.3,57.0,726,0.0
0.31,0,1,3.1,61.2,55.0,967,0.0
1.46,1,3,3.1,62.3,58.0,12261,0.2
0.32,0,4,3.1,61.5,57.0,720,0.0
0.4,0,0,2.5,62.0,56.0,1323,0.0
0.7,2,4,6.0,62.9,56.0,2048,0.2
0.32,0,1,2.5,61.3,55.0,1010,0.0
1.01,3,2,6.0,64.1,60.0,4276,0.2
1.01,1,0,6.0,60.7,58.0,5599,0.0
0.81,2,4,6.5,62.1,56.0,2504,0.2
0.3,2,4,3.1,60.4,61.0,526,0.0
1.11,1,0,10.0,61.9,58.0,3655,0.0
0.34,0,0,2.0,61.5,56.0,1133,0.0
0.48,0,3,0.0,61.6,54.0,1859,0.0
0.9,3,2,3.6,65.0,58.0,4268,0.2
0.55,0,4,3.6,61.9,54.0,1402,0.0
1.0,1,2,3.1,62.3,61.0,7336,0.2
1.0,2,3,3.6,61.5,58.0,5860,0.0
1.01,1,3,6.0,62.1,56.0,4805,0.2
1.63,2,3,3.6,62.5,57.0,13253,0.2
2.01,2,4,6.5,62.2,63.0,12423,0.2
1.06,2,3,3.6,63.1,59.0,6325,0.2
0.32,1,4,2.0,61.4,58.0,730,0.0
0.31,3,4,6.0,63.6,57.0,573,0.2
0.34,1,1,2.0,61.7,58.0,1084,0.0
0.72,2,5,6.0,63.2,57.0,2345,0.2
1.0,2,2,3.1,63.7,57.0,7350,0.2
0.75,0,1,3.6,62.0,56.0,3120,0.0
0.71,1,0,6.0,61.7,56.0,2863,0.0
1.03,0,2,3.6,62.0,57.0,6902,0.0
0.57,1,1,3.6,62.0,58.0,1763,0.0
0.31,1,5,2.5,62.1,58.0,698,0.2
1.86,1,3,6.5,62.8,58.0,13420,0.2
1.33,2,6,6.0,64.0,53.0,5327,0.2
0.37,0,1,6.0,62.7,54.0,833,0.2
1.02,3,2,3.6,64.2,59.0,6397,0.2
0.31,0,5,2.0,61.3,56.0,557,0.0
1.04,0,1,6.0,62.0,57.0,4530,0.0
0.31,2,4,2.0,63.1,57.0,907,0.2
1.0,2,3,3.1,59.4,59.0,6867,0.0
0.91,2,3,6.5,60.3,59.0,3189,0.0
0.3,1,0,6.0,62.6,59.0,552,0.2
0.78,1,0,6.0,61.8,59.0,3103,0.0
2.13,2,3,6.5,57.9,60.0,16462,0.2
1.08,0,4,6.5,62.0,57.0,3629,0.0
1.21,1,3,2.5,59.6,60.0,9370,0.0
0.31,0,0,3.6,62.5,56.0,942,0.2
0.35,0,3,3.1,62.1,56.0,706,0.2
0.71,0,2,6.5,61.4,55.0,2525,0.0
1.04,4,2,10.0,65.4,60.0,2134,0.2
0.54,0,2,3.6,62.0,55.0,1563,0.0
1.53,2,1,6.0,60.8,60.0,12386,0.0
0.51,3,3,2.0,63.2,58.0,1872,0.2
1.52,1,3,3.6,62.8,60.0,13768,0.2
0.71,2,5,6.0,58.9,59.0,2141,0.2
0.53,0,2,2.5,62.2,54.0,2290,0.2
1.22,1,3,3.6,61.8,58.0,8213,0.0
0.26,2,1,2.5,62.6,58.0,597,0.2
1.02,1,1,6.5,60.5,58.0,4478,0.0
0.33,0,0,3.6,62.3,56.0,1002,0.2
0.51,1,3,2.5,59.1,59.0,1875,0.0
0.3,1,1,3.6,62.6,58.0,658,0.2
0.61,2,3,2.0,61.1,56.0,2569,0.0
0.24,0,2,2.5,61.5,56.0,540,0.0
1.23,0,5,6.5,60.6,57.0,4805,0.0
0.53,0,0,6.0,62.2,56.0,1631,0.2
0.71,1,3,6.5,62.4,59.0,1963,0.2
0.41,0,5,3.1,61.9,55.0,824,0.0
0.71,0,5,3.1,61.3,57.0,2965,0.0
1.08,1,4,6.0,62.6,58.0,5171,0.2
1.11,2,5,6.5,62.5,58.0,4442,0.2
0.3,0,3,6.5,61.6,56.0,422,0.0
0.52,0,0,3.6,61.4,56.0,1664,0.0
0.31,3,4,3.1,59.2,65.0,651,0.0
1.23,3,0,10.0,63.7,58.0,4050,0.2
1.51,0,2,6.5,62.6,55.0,9471,0.2
0.56,0,0,3.1,60.4,56.0,1924,0.0
0.44,1,5,2.0,61.5,58.0,926,0.0
0.3,0,1,3.1,60.6,56.0,735,0.0
1.51,0,3,2.5,62.1,58.0,15529,0.2
0.32,0,3,3.1,61.6,55.0,665,0.0
0.57,0,2,3.1,62.6,56.0,1949,0.2
0.4,0,3,2.0,61.4,55.0,1200,0.0
1.2,2,1,6.0,62.7,57.0,7310,0.2
0.52,1,1,6.0,61.6,58.0,1605,0.0
0.5,1,0,6.0,63.0,60.0,1588,0.2
0.31,0,0,3.6,62.7,57.0,942,0.2
0.5,3,1,6.0,64.2,59.0,1090,0.2
0.3,2,2,6.5,62.6,61.0,394,0.2
2.01,2,1,6.5,60.6,59.0,17118,0.0
0.43,0,4,6.0,61.6,55.0,919,0.0
2.02,1,5,3.1,61.2,59.0,17153,0.0
0.59,2,1,3.6,62.3,55.0,1789,0.2
0.33,0,5,3.6,61.5,57.0,594,0.0
0.41,2,0,6.0,59.2,62.0,738,0.0
1.5,1,6,3.1,62.0,61.0,7832,0.0
1.04,0,3,3.6,60.7,56.0,7415,0.0
0.32,0,3,2.5,62.2,56.0,730,0.2
0.3,0,1,6.0,62.9,57.0,675,0.2
1.14,1,3,3.6,61.9,58.0,6256,0.0
0.72,0,2,3.6,61.1,56.0,2607,0.0
0.77,2,2,2.5,63.5,59.0,3415,0.2
0.71,1,2,3.1,59.1,59.0,2920,0.0
0.9,2,2,6.5,62.4,57.0,3368,0.2
0.31,0,1,0.0,60.9,55.0,987,0.0
2.07,0,2,6.5,60.5,57.0,13373,0.0
0.36,1,1,3.6,60.3,59.0,1013,0.0
0.85,1,3,3.6,61.0,58.0,3237,0.0
1.12,1,3,10.0,60.3,60.0,3017,0.0
1.3,1,5,3.6,60.3,60.0,5242,0.0
1.21,2,2,6.0,59.4,56.0,6708,0.0
0.7,2,3,6.0,62.7,55.0,2281,0.2
0.76,1,0,6.0,61.6,59.0,2942,0.0
1.31,3,3,6.5,63.8,56.0,4864,0.2
0.25,2,1,2.0,61.5,56.0,560,0.0
0.23,2,2,2.0,63.2,58.0,505,0.2
1.01,3,2,3.6,60.8,61.0,6271,0.0
0.7,0,6,6.5,60.9,57.0,1832,0.0
0.68,1,3,3.6,61.6,59.0,2081,0.0
0.3,2,6,3.1,63.5,58.0,506,0.2
0.27,3,1,2.0,63.9,57.0,752,0.2
0.54,3,1,6.0,57.2,59.0,1323,0.2
2.13,2,3,6.5,61.5,57.0,15454,0.0
0.32,1,3,3.1,59.2,59.0,828,0.0
0.56,0,2,2.5,61.3,57.0,2554,0.0
0.25,2,4,2.5,63.3,54.0,467,0.2
0.7,0,5,6.0,60.8,59.0,2083,0.0
0.33,2,1,3.6,62.8,56.0,627,0.2
2.45,2,6,6.5,60.6,63.0,11843,0.0
0.6,1,1,6.0,61.9,58.0,1738,0.0
1.2,1,1,6.5,60.4,58.0,5779,0.0
1.71,0,5,6.5,62.1,58.0,10096,0.2
0.58,0,0,3.1,61.8,56.0,2211,0.0
0.71,2,2,6.0,59.0,61.0,2505,0.0
0.56,0,3,6.0,62.1,55.0,1417,0.2
0.5,3,3,3.1,57.5,56.0,1429,0.2
0.58,0,5,2.0,63.0,57.0,1758,0.2
0.57,0,0,3.6,62.1,56.0,1963,0.2
0.71,2,3,3.6,62.1,58.0,2905,0.2
1.19,2,5,3.1,59.9,61.0,5644,0.0
0.31,0,0,3.1,62.0,54.0,683,0.0
0.9,4,2,3.6,58.9,67.0,3992,0.2
0.56,0,3,6.0,61.2,54.0,1633,0.0
0.28,3,2,2.5,64.9,57.0,492,0.2
1.14,0,5,6.5,62.1,55.0,4276,0.2
0.63,0,2,6.0,62.6,56.0,1698,0.2
1.2,1,3,6.0,62.5,60.0,5868,0.2
0.48,3,0,3.1,59.3,58.0,1743,0.0
0.24,0,0,2.5,61.0,57.0,526,0.0
0.45,0,3,0.0,61.4,56.0,1377,0.0
1.22,0,2,3.6,61.3,56.0,9203,0.0
0.35,0,3,3.6,61.3,56.0,646,0.0
0.76,0,1,6.0,62.7,54.0,2858,0.2
1.06,2,3,6.5,63.4,61.0,4057,0.2
1.6,1,4,6.5,62.4,60.0,9229,0.2
0.31,0,1,3.6,62.4,54.0,680,0.2
0.32,0,3,2.0,61.1,57.0,842,0.0
0.5,0,0,3.6,61.9,55.0,1690,0.0
1.03,1,1,3.1,61.5,58.0,7614,0.0
0.26,2,3,3.6,62.4,57.0,397,0.2
0.3,0,5,2.0,62.1,56.0,709,0.2
0.59,0,3,3.6,62.0,57.0,1705,0.0
0.32,0,3,3.6,61.8,57.0,561,0.0
1.09,0,0,6.0,61.3,55.9,6532,0.0
1.26,1,2,3.1,62.7,58.0,10076,0.2
0.31,0,3,2.0,62.2,55.0,789,0.2
1.22,1,2,2.0,61.9,58.0,11830,0.0
1.04,1,2,6.0,61.5,59.0,5504,0.0
0.41,2,3,2.5,62.9,56.0,1007,0.2
0.35,0,4,0.0,61.7,56.0,921,0.0
2.02,2,6,3.6,59.3,60.0,13693,0.0
1.74,1,5,6.5,62.2,58.0,7858,0.2
1.51,1,4,6.5,60.2,62.0,7340,0.0
0.32,1,5,0.0,60.3,58.0,864,0.0
0.93,2,3,6.0,61.7,56.0,4513,0.0
0.24,0,0,3.1,62.6,57.0,687,0.2
1.21,2,2,2.5,61.0,58.0,11455,0.0
0.58,3,1,2.0,61.9,63.0,2243,0.0
1.2,0,3,2.5,61.1,56.0,10454,0.0
0.51,0,4,3.6,61.6,55.0,1163,0.0
1.01,2,5,6.0,60.3,57.0,3888,0.0
1.26,0,5,3.6,62.6,55.0,6350,0.2
0.75,2,3,6.0,62.3,55.0,2617,0.2
0.35,2,4,6.0,61.3,55.0,504,0.0
0.59,3,3,3.1,60.4,61.2,1910,0.0
0.91,2,0,6.0,62.0,59.0,5342,0.0
0.55,1,0,6.0,60.5,60.0,1698,0.0
0.54,0,0,3.6,61.2,56.0,1725,0.0
1.01,1,4,6.5,60.7,58.0,3790,0.0
0.9,2,1,6.0,62.9,56.0,4286,0.2
1.18,1,4,6.5,58.7,60.0,4956,0.2
1.06,2,3,3.6,59.8,58.0,6818,0.0
1.51,2,1,6.0,62.8,59.0,11460,0.2
0.79,0,1,3.6,59.3,57.0,3377,0.0
0.31,1,2,3.6,62.0,58.0,802,0.0
0.4,0,1,6.5,61.0,58.0,629,0.0
0.3,0,2,6.0,61.4,55.0,550,0.0
0.9,3,2,6.5,64.2,62.0,3016,0.2
1.2,1,2,6.0,62.9,58.0,6435,0.2
1.5,2,3,6.5,58.5,62.0,8580,0.2
0.4,0,3,0.0,61.7,57.0,1229,0.0
1.0,1,2,6.0,60.3,61.0,4704,0.0
0.6,2,2,2.0,61.2,58.0,3333,0.0
1.2,0,2,3.1,60.7,57.0,9596,0.0
0.83,0,4,6.0,62.4,57.0,2720,0.2
0.3,0,1,2.5,61.8,56.0,789,0.0
1.01,3,3,6.5,63.7,56.0,4211,0.2
0.9,0,2,6.0,62.3,56.0,4103,0.2
1.19,1,4,3.1,62.4,59.0,7277,0.2
1.0,1,4,3.6,60.2,62.0,4514,0.0
0.91,3,5,6.0,64.2,59.0,2700,0.2
0.27,0,2,2.5,62.0,55.0,760,0.0
0.34,0,0,2.0,61.7,56.0,1133,0.0
0.71,2,1,6.5,58.4,63.0,2343,0.2
1.2,0,5,2.5,61.5,56.0,7877,0.0
2.03,4,2,6.0,65.4,58.0,16280,0.2
0.31,0,0,2.5,61.8,54.0,828,0.0
0.72,1,1,6.0,61.3,58.0,2666,0.0
2.01,2,5,6.0,61.8,62.0,13691,0.0
1.07,0,5,3.1,62.0,53.0,5373,0.0
1.73,1,3,3.6,62.9,58.0,16960,0.2
0.54,2,1,6.5,60.7,56.5,1415,0.0
0.3,1,4,3.6,60.9,61.0,608,0.0
0.48,0,4,6.0,61.2,56.0,927,0.0
1.55,0,6,3.1,60.4,57.0,8548,0.0
0.3,0,1,3.6,61.4,59.0,911,0.0
0.93,0,1,3.6,62.4,56.0,5411,0.2
2.22,1,6,6.5,61.8,58.0,13703,0.0
1.25,2,6,6.0,62.5,57.0,4702,0.2
0.51,2,1,6.5,59.3,63.0,1427,0.0
0.7,2,0,3.1,62.7,58.0,2777,0.2
1.0,0,5,6.0,59.8,57.0,4200,0.0
0.58,1,2,3.6,62.4,55.0,1869,0.2
0.39,0,1,6.0,60.6,57.0,677,0.0
1.01,1,3,6.0,61.2,61.0,4672,0.0
0.36,0,0,6.0,59.5,56.0,663,0.0
0.7,2,6,6.5,63.6,56.0,1609,0.2
0.34,2,0,6.0,62.0,56.0,626,0.0
1.01,0,4,6.0,62.1,59.0,5189,0.2
1.51,1,1,3.6,62.2,59.0,14844,0.2
1.02,1,0,0.0,61.5,60.0,15370,0.0
0.3,0,2,3.6,61.3,55.0,605,0.0
0.53,2,0,6.0,60.0,59.8,1724,0.0
1.59,0,5,3.1,61.2,58.0,11119,0.0
0.57,3,1,2.0,59.1,65.0,2990,0.0
0.3,0,3,0.0,61.6,53.0,863,0.0
1.12,1,4,6.0,62.2,60.0,5266,0.2
1.25,1,3,3.1,61.8,58.0,9009,0.0
0.55,0,1,6.0,61.4,55.0,1551,0.0
0.57,0,3,2.5,61.9,56.0,2039,0.0
0.5,0,1,2.5,61.8,53.6,2297,0.0
1.0,4,5,6.0,64.8,59.0,3584,0.2
0.91,2,2,6.0,63.5,58.0,3195,0.2
1.12,0,4,6.0,60.9,57.0,5818,0.0
0.88,4,2,6.0,56.6,65.0,2882,0.2
1.0,2,5,6.0,63.3,54.0,3640,0.2
0.43,0,4,6.0,62.4,56.0,919,0.2
0.39,0,1,3.1,62.3,54.4,1004,0.2
0.51,2,1,3.6,60.5,56.0,1656,0.0
0.7,0,3,6.5,62.6,56.0,2268,0.2
0.72,4,5,2.5,65.7,57.0,2131,0.2
1.53,1,3,6.5,58.7,59.0,8688,0.2
1.31,1,6,6.0,59.6,59.0,5876,0.0
0.3,1,3,2.0,60.7,58.0,1013,0.0
0.3,0,0,6.0,61.9,54.0,552,0.0
0.33,2,3,6.0,59.8,58.0,492,0.0
1.51,1,4,3.1,61.0,60.0,11161,0.0
1.01,0,0,6.5,62.6,56.0,4872,0.2
0.34,0,3,2.0,62.1,57.0,956,0.2
0.39,2,2,3.1,57.1,61.0,1000,0.2
0.31,0,3,3.1,61.0,56.0,642,0.0
1.51,4,4,3.6,65.6,56.0,7188,0.2
1.05,4,4,6.5,64.8,55.0,2717,0.2
0.41,3,4,3.6,64.1,57.0,729,0.2
0.72,1,0,6.0,60.5,57.0,3048,0.0
0.53,1,3,3.1,60.1,58.0,1813,0.0
1.3,0,3,0.0,61.3,56.0,12932,0.0
1.5,3,4,6.5,59.8,61.0,6798,0.0
0.99,0,4,6.0,61.1,56.0,5287,0.0
0.5,0,4,6.0,61.3,54.0,1666,0.0
0.33,0,0,6.5,61.1,57.0,492,0.0
1.55,0,6,3.6,61.7,55.0,8088,0.0
0.71,1,5,6.0,60.2,58.0,2173,0.0
0.94,1,1,6.0,62.4,56.0,4580,0.2
1.07,0,1,2.5,61.3,56.0,10222,0.0
1.2,1,3,3.1,62.4,58.0,8602,0.2
0.3,0,1,3.1,61.6,57.0,936,0.0
0.43,0,6,2.5,61.8,55.0,710,0.0
0.35,0,0,3.6,61.6,56.0,829,0.0
0.93,4,0,3.6,56.3,67.0,5078,0.2
1.25,1,3,3.6,61.2,57.0,7948,0.0
2.0,3,2,6.0,63.0,61.0,18376,0.2
0.74,0,3,2.0,62.1,56.0,3388,0.2
0.41,0,3,3.1,61.4,55.0,899,0.0
1.61,1,4,6.5,60.3,60.0,9167,0.0
1.03,4,3,6.5,65.7,59.0,2942,0.2
0.72,1,2,3.6,62.1,57.0,2724,0.2
0.31,0,4,2.5,61.5,56.0,802,0.0
1.01,2,5,3.1,62.2,60.0,4756,0.2
0.58,0,0,6.5,62.7,56.0,1342,0.2
0.73,3,6,3.6,60.8,63.0,2098,0.0
0.43,2,2,2.0,61.5,56.0,1358,0.0
0.74,2,4,3.6,59.9,57.0,2463,0.0
0.31,0,0,6.5,62.3,56.0,593,0.2
0.3,0,2,3.1,62.5,57.0,621,0.2
0.73,0,0,3.6,62.1,56.0,3182,0.2
1.0,3,1,6.0,58.2,61.0,5330,0.2
0.91,3,0,6.5,63.3,62.0,3660,0.2
1.7,1,5,3.6,62.7,58.0,10662,0.2
0.32,0,1,3.6,62.0,57.0,702,0.0
0.75,2,4,3.1,59.3,59.0,2513,0.0
0.53,0,3,2.0,61.8,56.0,1956,0.0
0.8,2,4,3.6,63.4,60.0,2797,0.2
0.9,2,5,3.6,63.2,56.0,3570,0.2
1.17,2,3,6.0,63.3,61.0,5025,0.2
1.52,4,4,10.0,64.9,58.0,3504,0.2
0.42,0,2,2.5,61.3,57.0,1221,0.0
0.8,1,1,3.1,61.7,58.0,3967,0.0
1.51,2,6,6.5,62.8,59.0,6773,0.2
0.55,3,5,6.0,57.7,61.0,1089,0.2
1.09,0,4,6.0,62.4,55.0,4871,0.2
0.71,2,3,6.5,63.2,59.0,2107,0.2
1.02,1,5,6.5,61.2,59.0,3856,0.0
1.1,1,2,6.0,59.5,59.0,5717,0.0
0.4,0,5,6.5,61.0,58.0,484,0.0
0.7,2,5,3.1,61.4,57.0,2405,0.0
0.3,2,1,6.0,62.4,58.0,526,0.2
0.38,0,2,3.6,62.0,54.0,796,0.0
1.29,1,5,3.1,63.0,57.0,6877,0.2
0.83,1,0,6.0,61.3,58.0,2990,0.0
0.9,0,3,3.1,61.8,56.0,4931,0.0
0.71,2,3,3.6,61.5,57.0,2543,0.0
0.31,0,1,0.0,61.9,56.0,1133,0.0
0.83,0,4,6.0,62.5,55.0,2816,0.2
0.29,0,3,3.1,62.2,54.0,507,0.2
1.01,1,4,6.0,62.5,59.0,4642,0.2
0.34,0,2,2.5,61.8,56.0,914,0.0
1.17,0,3,3.6,61.5,57.0,6139,0.0
0.33,0,3,3.6,61.2,55.0,743,0.0
0.74,4,1,10.0,58.2,65.0,1865,0.2
1.01,2,3,2.5,63.0,59.0,6843,0.2
1.03,0,0,6.0,59.9,57.0,6460,0.0
0.51,1,2,6.0,61.3,57.0,1274,0.0
0.4,0,2,6.5,61.8,53.0,688,0.0
1.5,4,2,2.5,64.7,53.0,16364,0.2
0.31,0,2,0.0,61.1,57.0,914,0.0
0.3,1,5,3.1,59.8,60.0,473,0.0
0.97,1,2,6.5,61.9,58.0,3993,0.0
0.9,2,0,6.5,63.2,57.0,3818,0.2
0.96,4,2,6.5,65.2,58.0,3688,0.2
0.7,2,0,3.6,63.2,60.0,3033,0.2
0.52,0,1,3.6,61.3,55.0,1712,0.0
0.59,0,1,6.0,61.4,56.0,1789,0.0
0.51,0,3,2.5,62.2,53.4,1859,0.2
1.51,1,3,6.0,61.6,59.0,10739,0.0
0.7,0,5,3.1,63.0,54.0,2142,0.2
0.37,0,6,3.1,62.6,57.0,487,0.2
0.31,0,2,2.0,60.4,59.0,779,0.0
0.7,3,2,3.6,63.8,60.0,2290,0.2
1.0,3,3,2.0,63.8,60.0,7007,0.2
2.01,4,0,6.5,66.9,57.0,16086,0.2
0.9,2,0,6.0,62.4,63.0,3812,0.2
1.01,2,2,2.5,63.0,56.0,8265,0.2
0.52,2,3,3.1,61.2,57.0,1420,0.0
0.3,0,0,3.1,61.8,56.0,661,0.0
1.54,0,4,6.0,61.1,56.0,9562,0.0
0.91,0,4,6.0,62.4,57.0,3635,0.2
0.76,3,0,3.6,63.5,55.0,3443,0.2
0.41,0,0,3.1,61.0,57.0,1230,0.0
0.3,2,2,6.0,58.4,59.0,489,0.2
0.86,1,4,6.0,62.7,59.0,2851,0.2
0.31,0,3,2.0,60.5,57.0,798,0.0
1.01,2,2,3.6,61.5,57.0,6159,0.0
1.14,0,2,3.6,61.4,56.0,8017,0.0
0.44,1,3,6.0,61.9,58.0,990,0.0
1.01,1,3,6.0,61.5,59.0,4916,0.0
0.43,2,2,6.0,61.6,59.0,792,0.0
1.15,0,4,6.5,60.5,56.0,4315,0.0
1.11,1,3,6.0,61.5,58.0,4768,0.0
2.16,1,4,6.5,62.3,57.0,11473,0.2
1.02,0,1,6.0,62.6,57.0,6342,0.2
0.4,3,1,6.5,63.1,57.0,622,0.2
1.36,0,3,3.1,61.0,56.0,10455,0.0
1.2,1,2,3.6,62.8,59.0,8964,0.2
1.02,1,2,6.0,58.4,59.0,4855,0.2
0.7,2,0,6.0,63.4,58.0,2734,0.2
0.53,1,1,3.6,59.8,58.0,1813,0.0
0.51,0,0,6.5,62.5,55.0,1264,0.2
0.52,1,0,3.6,60.9,58.0,1619,0.0
1.21,3,1,10.0,64.0,57.0,4201,0.2
0.59,1,0,6.0,62.8,57.0,1835,0.2
1.0,1,6,6.5,62.3,58.0,2801,0.2
0.9,3,6,3.6,64.0,61.0,2822,0.2
0.95,1,3,6.5,59.5,56.0,3724,0.0
0.53,0,3,3.1,62.4,54.0,1659,0.2
0.73,4,2,10.0,66.9,54.0,1158,0.2
0.31,0,2,3.6,61.5,56.0,802,0.0
1.01,0,1,3.1,61.6,57.0,7430,0.0
1.06,1,6,6.5,61.3,60.0,3740,0.0
0.31,2,1,6.0,62.9,58.0,544,0.2
0.5,2,3,3.1,62.9,58.0,1569,0.2
0.3,2,3,3.1,61.2,59.0,605,0.0
0.9,2,2,3.1,62.4,59.0,4961,0.2
0.46,0,1,6.5,61.3,56.0,1116,0.0
0.83,0,3,3.1,62.1,57.0,4181,0.2
1.52,2,2,3.6,62.7,59.0,14066,0.2
0.4,3,0,3.1,64.0,55.0,742,0.2
0.3,0,3,3.6,61.8,56.0,507,0.0
0.77,0,6,6.0,61.6,55.0,2147,0.0
1.5,1,1,6.5,62.4,62.0,9072,0.2
0.35,1,3,0.0,60.6,60.0,1116,0.0
1.03,0,2,6.5,61.9,56.0,3749,0.0
1.2,1,4,3.6,62.8,59.0,6500,0.2
0.7,0,6,3.6,61.9,57.0,1974,0.0
2.05,2,4,6.0,62.5,57.0,17811,0.2
0.23,2,1,2.0,62.2,57.0,583,0.2
0.31,3,1,3.6,59.1,56.0,651,0.0
0.3,1,2,2.5,62.4,58.0,945,0.2
0.3,2,3,3.1,60.2,62.0,565,0.0
0.39,0,1,3.6,61.4,55.0,734,0.0
1.01,2,1,2.0,61.6,58.0,10693,0.0
0.41,2,0,6.0,63.4,55.0,947,0.2
0.23,3,2,2.5,61.2,62.0,462,0.0
1.7,3,4,3.6,63.3,57.0,12117,0.2
2.02,1,5,6.5,61.7,58.0,14350,0.0
1.13,0,5,6.0,61.9,57.0,5149,0.0
0.4,1,2,3.1,60.4,59.0,1050,0.0
0.72,0,1,6.0,62.0,57.0,2476,0.0
0.35,1,1,6.0,61.1,59.0,788,0.0
0.56,0,4,6.0,61.9,58.0,1343,0.0
0.38,1,3,0.0,62.5,60.0,1227,0.2
0.91,1,0,6.5,61.1,60.0,4051,0.0
0.5,1,2,6.5,61.4,61.0,1172,0.0
0.53,0,5,6.0,61.5,54.0,1038,0.0
0.7,0,2,6.0,61.8,55.0,2423,0.0
1.01,1,1,6.0,59.8,59.0,5543,0.0
0.5,3,3,2.5,64.1,56.0,1666,0.2
0.64,2,0,6.0,63.7,54.0,1910,0.2
1.07,0,3,3.1,61.8,57.0,6793,0.0
2.23,1,6,6.5,61.3,60.0,13931,0.0
1.51,3,0,10.0,57.0,64.0,6088,0.2
1.07,2,3,6.5,59.9,59.0,4201,0.0
0.36,0,5,3.6,61.8,55.0,523,0.0
1.02,2,1,6.5,63.1,59.0,4404,0.2
0.74,0,6,3.1,61.7,57.0,2468,0.0
0.43,1,2,2.0,60.3,58.0,1358,0.0
1.0,2,1,6.0,59.2,59.0,5718,0.0
0.41,0,1,3.6,62.3,54.0,875,0.2
1.01,2,3,6.5,62.1,61.0,3966,0.2
0.91,3,6,10.0,63.1,57.0,1945,0.2
0.32,3,2,2.0,63.8,54.0,977,0.2
0.82,0,5,3.1,62.3,57.0,2522,0.2
0.53,3,4,3.1,57.6,64.0,1282,0.2
0.92,1,2,6.0,58.5,57.0,3400,0.2
0.28,3,1,2.0,64.6,55.0,492,0.2
0.4,1,0,6.0,61.7,58.0,772,0.0
2.02,2,1,6.0,59.8,59.0,18731,0.0
0.7,0,3,6.5,62.4,56.0,2092,0.2
1.1,1,6,3.6,61.2,57.0,3696,0.0
0.34,2,4,3.6,62.4,60.0,537,0.2
0.31,0,4,3.6,62.6,57.0,489,0.2
0.4,4,3,6.0,59.9,67.0,960,0.0
0.51,0,1,2.5,62.8,56.0,2211,0.2
1.51,3,4,6.0,61.5,61.0,10277,0.0
0.3,2,1,0.0,61.8,54.0,957,0.0
0.71,3,2,6.0,63.7,58.0,2308,0.2
0.57,0,4,6.5,61.5,55.0,1151,0.0
0.23,2,1,3.1,60.7,59.0,402,0.0
1.09,2,5,6.5,62.5,57.0,4584,0.2
0.53,3,4,0.0,61.2,65.0,1440,0.0
0.78,0,2,3.6,60.4,58.0,3531,0.0
1.1,1,4,6.5,62.2,58.0,4537,0.2
1.2,0,0,3.1,61.0,59.0,11053,0.0
0.52,0,4,2.0,60.4,57.0,1778,0.0
0.72,2,2,3.1,62.8,58.0,3219,0.2
0.43,0,3,6.0,61.1,57.0,951,0.0
0.56,0,3,3.6,61.7,56.0,1698,0.0
1.05,0,6,6.5,61.6,57.0,3616,0.0
0.9,2,4,3.6,63.7,61.0,4129,0.2
1.03,3,3,6.5,63.9,60.0,3466,0.2
0.31,0,2,3.6,62.6,57.0,802,0.2
0.43,1,3,6.0,62.3,59.0,968,0.2
1.04,1,1,6.5,59.2,58.0,4566,0.0
2.18,0,2,6.5,62.6,55.0,14277,0.2
0.34,2,3,3.6,61.2,62.0,596,0.0
1.61,2,4,3.6,59.4,58.0,11627,0.0
1.12,0,5,6.0,60.3,57.0,6143,0.0
1.7,1,5,3.6,61.7,59.0,11257,0.0
1.01,2,4,6.0,63.5,62.0,4513,0.2
1.02,1,2,6.5,62.5,58.0,3754,0.2
0.31,1,4,3.1,61.1,59.0,544,0.0
1.08,1,4,6.0,61.7,59.0,4740,0.0
1.2,0,5,6.5,59.6,61.0,4890,0.0
0.32,1,1,3.6,61.7,58.0,900,0.0
0.4,0,1,3.1,62.1,55.0,960,0.2
0.52,0,1,3.6,62.2,56.0,1689,0.2
0.52,0,0,3.1,62.1,57.0,1914,0.2
0.3,3,3,3.6,63.1,56.0,526,0.2
1.04,0,3,6.5,60.7,57.0,4375,0.0
1.42,0,4,6.5,62.2,56.0,7475,0.2
1.03,0,0,6.0,62.3,56.0,5249,0.2
1.18,1,5,6.0,62.8,56.0,5088,0.2
1.0,1,0,6.0,61.4,58.0,5775,0.0
1.01,1,2,6.0,62.6,58.0,5202,0.2
1.01,3,2,3.6,63.9,58.0,6330,0.2
0.34,0,4,3.6,62.5,54.0,689,0.2
1.5,1,2,6.0,61.4,59.0,11484,0.0
1.0,3,1,6.0,63.9,55.0,4646,0.2
2.02,2,5,3.6,58.8,57.0,14620,0.2
0.6,1,0,3.6,59.6,59.0,2214,0.0
1.02,0,2,6.0,60.3,60.0,5195,0.0
